id,name,state,county,country,level,population,latitude,longitude,wiki
31041,Newport,,,United Kingdom,city-international,145700,51.583,-3.000,9262
31025,Newport,RI,Newport County,,city-us,25156,41.490,-71.313,28126
31005,Newport,KY,Campbell County,,city-us,14113,39.091,-84.496,12202
31017,Newport,OR,Lincoln County,,city-us,10496,44.637,-124.053,8020
31015,Newport,AR,Jackson County,,city-us,7852,35.605,-91.282,4938
31009,Newport,TN,Cocke County,,city-us,6916,35.967,-83.188,22355
31016,Newport,IL,Lake County,,city-us,6792,42.454,-87.949,3160
31033,Newport,NH,Sullivan County,,city-us,6352,43.371,-72.203,9015
31014,Newport,NJ,Hunterdon County,,city-us,6195,40.726,-74.894,12053
31007,Newport,NC,Carteret County,,city-us,4459,34.787,-76.859,5779
31018,Newport,PA,Luzerne County,,city-us,4453,41.191,-76.037,6271
31040,Newport,SC,York County,,city-us,4441,34.990,-81.101,2259
31026,Newport,VT,Orleans County,,city-us,4440,44.936,-72.205,86
31037,Newport,MN,Washington County,,city-us,4328,44.866,-93.000,3477
31029,Newport,ME,Penobscot County,,city-us,3112,44.867,-69.219,5855
31028,Newport,WA,Pend Oreille County,,city-us,2132,48.180,-117.043,5786
31038,Newport,OH,Washington County,,city-us,1913,39.405,-81.289,2068
31030,Newport,PA,Perry County,,city-us,1492,40.478,-77.131,3484
31024,Newport,DE,New Castle County,,city-us,893,39.714,-75.609,7048
31010,Newport,WI,Columbia County,,city-us,607,43.606,-89.708,2195
31013,Newport,NY,Herkimer County,,city-us,561,43.186,-75.014,3540
31035,Newport,IN,Vermillion County,,city-us,411,39.884,-87.409,5770
31032,Newport,OH,Shelby County,,city-us,122,40.296,-84.370,729
31021,Newport,ND,McHenry County,,city-us,102,48.327,-100.432,0
31031,Newport,NE,Rock County,,city-us,69,42.601,-99.327,3174
31020,Newport,SD,Marshall County,,city-us,62,45.625,-97.921,0
31003,Newport,VA,Augusta County,,city-us,0,38.001,-79.301,282
31004,Newport,MO,Barton County,,city-us,0,37.528,-94.104,286
31006,Newport,OK,Carter County,,city-us,0,34.253,-97.275,118
31008,Newport,MD,Charles County,,city-us,0,38.419,-76.903,283
31011,Newport,NJ,Cumberland County,,city-us,0,39.297,-75.177,1587
31012,Newport,VA,Giles County,,city-us,0,37.294,-80.495,518
31019,Newport,OH,Madison County,,city-us,0,39.835,-83.465,1281
31022,Newport,CA,Mendocino County,,city-us,0,39.578,-123.775,301
31023,Newport,MI,Monroe County,,city-us,0,42.002,-83.309,3994
31027,Newport,VA,Page County,,city-us,0,38.579,-78.596,249
31034,Newport,OH,Tuscarawas County,,city-us,0,40.359,-81.343,597
31036,Newport,FL,Wakulla County,,city-us,0,30.200,-84.183,4633
31039,Newport,WV,Wood County,,city-us,0,39.258,-81.561,86
