id,name,state,county,country,level,population,latitude,longitude,wiki
12685,Lakeview,NY,Nassau County,,city-us,6064,40.685,-73.653,1758
12677,Lakeview,GA,Catoosa County,,city-us,4696,34.977,-85.254,2326
12682,Lakeview,OR,Lake County,,city-us,2474,42.189,-120.346,21211
12686,Lakeview,CA,Riverside County,,city-us,2307,33.839,-117.118,3717
12680,Lakeview,WA,Grant County,,city-us,1449,47.374,-119.502,2233
12683,Lakeview,OH,Logan County,,city-us,1189,40.485,-83.923,4048
12684,Lakeview,MI,Montcalm County,,city-us,1047,43.446,-85.274,4131
12676,Lakeview,LA,Caddo Parish,,city-us,908,32.523,-93.829,336
12675,Lakeview,AR,Baxter County,,city-us,780,36.369,-92.545,2561
12678,Lakeview,AL,DeKalb County,,city-us,160,34.391,-85.978,1905
12681,Lakeview,TX,Hall County,,city-us,60,34.675,-100.699,4437
12679,Lakeview,TX,Franklin County,,city-us,0,33.296,-95.246,572
12687,Lakeview,IL,Saline County,,city-us,0,37.672,-88.616,3159
