id,name,state,county,country,level,population,latitude,longitude,wiki
8546,Clarksburg,MD,Montgomery County,,city-us,27354,39.239,-77.279,6971
8542,Clarksburg,WV,Harrison County,,city-us,15784,39.281,-80.345,28522
8539,Clarksburg,MA,Berkshire County,,city-us,1649,42.723,-73.106,6346
8547,Clarksburg,OH,Ross County,,city-us,405,39.505,-83.153,3127
8540,Clarksburg,TN,Carroll County,,city-us,380,35.872,-88.393,2180
8549,Clarksburg,CA,Yolo County,,city-us,379,38.420,-121.527,6489
8544,Clarksburg,MO,Moniteau County,,city-us,249,38.659,-92.664,3227
8541,Clarksburg,IN,Decatur County,,city-us,49,39.433,-85.348,717
8543,Clarksburg,PA,Indiana County,,city-us,0,40.534,-79.382,1145
8545,Clarksburg,NJ,Monmouth County,,city-us,0,40.189,-74.441,1748
