id,name,state,county,country,level,population,latitude,longitude,wiki
12068,Jacksonville,FL,Duval County,,city-us,954614,30.332,-81.656,83401
12073,Jacksonville,NC,Onslow County,,city-us,72876,34.754,-77.430,10616
12074,Jacksonville,AR,Pulaski County,,city-us,29305,34.866,-92.110,7181
12072,Jacksonville,IL,Morgan County,,city-us,17816,39.734,-90.229,14929
12067,Jacksonville,TX,Cherokee County,,city-us,14074,31.964,-95.270,7493
12065,Jacksonville,AL,Calhoun County,,city-us,13057,33.814,-85.761,7351
12070,Jacksonville,OR,Jackson County,,city-us,3010,42.313,-122.967,8322
12069,Jacksonville,PA,Indiana County,,city-us,558,40.541,-79.282,1981
12078,Jacksonville,NY,Tompkins County,,city-us,452,42.508,-76.615,311
12064,Jacksonville,OH,Athens County,,city-us,393,39.475,-82.082,3363
12079,Jacksonville,VT,Windham County,,city-us,216,42.797,-72.822,2261
12075,Jacksonville,MO,Randolph County,,city-us,122,39.588,-92.471,3098
12077,Jacksonville,GA,Telfair County,,city-us,115,31.813,-82.979,2699
12066,Jacksonville,PA,Centre County,,city-us,68,40.992,-77.632,732
12076,Jacksonville,IA,Shelby County,,city-us,29,41.645,-95.151,575
12071,Jacksonville,PA,Lehigh County,,city-us,0,40.671,-75.829,661
