id,name,state,country,level,population,latitude,longitude,wiki
8737,Clearfield,UT,,city-us,32238,41.111,-112.026,16760
8736,Clearfield,PA,,city-us,5915,41.027,-78.439,9994
8734,Clearfield,PA,,city-us,2387,40.851,-79.737,199
8735,Clearfield,PA,,city-us,1597,40.607,-78.575,199
8740,Clearfield,WI,,city-us,710,43.938,-90.132,1895
8741,Clearfield,IA,,city-us,279,40.801,-94.483,3286
8739,Clearfield,ND,,city-us,44,47.457,-98.286,658
8738,Clearfield,KS,,city-us,0,38.826,-95.094,299
8742,Clearfield,KY,,city-us,0,38.162,-83.429,211
8743,Clearfield,SD,,city-us,0,43.168,-100.028,243
