id,name,state,county,country,level,population,latitude,longitude,wiki
8880,Friendship,WI,Fond du Lac County,,city-us,2772,43.852,-88.468,1888
8883,Friendship,ME,Knox County,,city-us,1158,43.953,-69.347,6654
8877,Friendship,NY,Allegany County,,city-us,841,42.206,-78.138,4127
8876,Friendship,WI,Adams County,,city-us,651,43.971,-89.817,161
8879,Friendship,TN,Crockett County,,city-us,617,35.909,-89.245,2068
8885,Friendship,OH,Scioto County,,city-us,588,38.698,-83.094,570
8878,Friendship,MD,Anne Arundel County,,city-us,390,38.737,-76.589,496
8881,Friendship,AR,Hot Spring County,,city-us,160,34.223,-93.003,2317
8882,Friendship,OK,Jackson County,,city-us,22,34.696,-99.229,3761
8884,Friendship,IN,Ripley County,,city-us,0,38.970,-85.148,5287
8886,Friendship,NC,Wake County,,city-us,0,35.699,-78.900,953
