id,name,state,county,country,level,population,latitude,longitude,wiki
1155,Avoca,PA,Luzerne County,,city-us,2506,41.340,-75.736,3592
1157,Avoca,IA,Pottawattamie County,,city-us,1683,41.477,-95.338,4377
1158,Avoca,NY,Steuben County,,city-us,849,42.410,-77.421,3644
1154,Avoca,IN,Lawrence County,,city-us,629,38.912,-86.548,1841
1152,Avoca,WI,Iowa County,,city-us,558,43.182,-90.325,3192
1149,Avoca,AR,Benton County,,city-us,483,36.402,-94.071,2376
1150,Avoca,NE,Cass County,,city-us,183,40.796,-96.118,3591
1156,Avoca,MN,Murray County,,city-us,111,43.949,-95.646,4988
1151,Avoca,FL,Hamilton County,,city-us,0,30.578,-83.027,1165
1153,Avoca,TX,Jones County,,city-us,0,32.866,-99.716,1059
