id,name,state,county,country,level,population,latitude,longitude,wiki
20432,Riverton,UT,Salt Lake County,,city-us,45148,40.522,-111.939,11061
20429,Riverton,WY,Fremont County,,city-us,10587,43.025,-108.380,8298
20433,Riverton,IL,Sangamon County,,city-us,3497,39.844,-89.540,3729
20422,Riverton,NJ,Burlington County,,city-us,2758,40.012,-75.015,13109
20423,Riverton,KS,Cherokee County,,city-us,766,37.075,-94.705,2199
20430,Riverton,CT,Litchfield County,,city-us,292,41.963,-73.017,490
20428,Riverton,IA,Fremont County,,city-us,249,40.687,-95.569,3317
20425,Riverton,MN,Crow Wing County,,city-us,118,46.460,-94.052,3851
20427,Riverton,NE,Franklin County,,city-us,58,40.089,-98.759,2754
20426,Riverton,CA,El Dorado County,,city-us,23,38.771,-120.449,522
20424,Riverton,OR,Coos County,,city-us,0,43.157,-124.274,1270
20431,Riverton,WV,Pendleton County,,city-us,0,38.744,-79.436,528
