id,name,state,country,level,population,latitude,longitude,wiki
28681,Millville,NJ,,city-us,27638,39.402,-75.039,21400
28693,Millville,MA,,city-us,3151,42.037,-71.579,3467
28679,Millville,UT,,city-us,2416,41.682,-111.823,2973
28689,Millville,DE,,city-us,1907,38.550,-75.123,4628
28680,Millville,PA,,city-us,979,41.120,-76.530,6403
28688,Millville,CA,,city-us,765,40.549,-122.175,3902
28678,Millville,OH,,city-us,633,39.389,-84.654,4701
28691,Millville,MN,,city-us,151,44.245,-92.296,3180
28683,Millville,WI,,city-us,147,43.033,-90.930,2128
28677,Millville,FL,,city-us,0,30.151,-85.631,2183
28682,Millville,IN,,city-us,0,39.449,-85.124,177
28684,Millville,IN,,city-us,0,39.925,-85.252,578
28685,Millville,WV,,city-us,0,39.294,-77.786,346
28686,Millville,OH,,city-us,0,40.906,-80.806,105
28687,Millville,MO,,city-us,0,39.405,-93.918,484
28690,Millville,NJ,,city-us,0,41.313,-74.780,1422
28692,Millville,KY,,city-us,0,38.138,-84.822,413
