id,name,state,county,country,level,population,latitude,longitude,wiki
25858,Westwood,MA,Norfolk County,,city-us,16213,42.220,-71.217,10043
25849,Westwood,NJ,Bergen County,,city-us,11203,40.991,-74.033,21432
25856,Westwood,MI,Kalamazoo County,,city-us,9621,42.303,-85.634,2374
25850,Westwood,KY,Boyd County,,city-us,4662,38.483,-82.670,3739
25852,Westwood,PA,Chester County,,city-us,1807,39.972,-75.853,468
25855,Westwood,KS,Johnson County,,city-us,1739,39.041,-94.617,6879
25851,Westwood,PA,Cambria County,,city-us,1624,40.325,-78.955,526
25857,Westwood,CA,Lassen County,,city-us,1393,40.306,-121.006,8723
25854,Westwood,KY,Jefferson County,,city-us,571,38.280,-85.583,1939
25859,Westwood,MO,St. Louis County,,city-us,314,38.644,-90.440,2936
25853,Westwood,IA,Henry County,,city-us,102,40.966,-91.624,2621
